 Country,record_id ,constitution,phy_add,sec_address,state/county,country,authorization_info,reg_no,pharmacist_details,e_pharm_app,track_dlvry,eng_lang,lang_opt,other_lang,tele_helpline,chat___1,chat___2,chat___3,faq,complaints,review_testimonials,return_policy,privacy_policy,secur_encrypt,encrypt_certif,pay_gateway,pay_options___1,pay_options___2,pay_options___3,pay_options___4,pay_options___5,pay_options___6,pay_options___7,pay_options___8,pay_options___9,pay_options___10,pay_options___11,electronic_specify,other_pay,where_deliver,other_geo_cover,otc_sale,pom_sale,controlled_sale,herbal_altmed,nutra,indicat_use,side_effects,drug_interactions,online_consult,lab_services,prescription_upload___1,prescription_upload___2,prescription_upload___3,prescription_upload___4,prescription_upload___5,other_prescription_upload,refill_remind,ad_pres_drugs,ad_other_prod,discount_coupon,discount_meds,certi_accredi,certification_specify,promo_social_media___1,promo_social_media___2,promo_social_media___3,promo_social_media___4,promo_social_media___5,promo_social_media___6,promo_social_media___7,promo_social_media___8,other_social,e_pharmacy_website_complete,constitution_app,phy_add_app,sec_address_app,state_app,country_app,store_app___1,store_app___2,downloads_app,authorization_info_app,reg_no_app,pharmacist_details_app,track_dlvry_app,eng_lang_app,lang_opt_app,other_lang_app,tele_helpline_app,chat_app___1,chat_app___2,chat_app___3,faq_app,complaints_app,review_testimonials_app,return_policy_app,privacy_policy_app,secur_encrypt_app,encrypt_certif_app,pay_options_app___1,pay_options_app___2,pay_options_app___3,pay_options_app___4,pay_options_app___5,pay_options_app___6,pay_options_app___7,pay_options_app___8,pay_options_app___9,pay_options_app___10,pay_options_app___11,electronic_specify_app,other_pay_app,where_deliver_app,other_geo_cover_app,otc_sale_app,pom_sale_app,controlled_sale_app,herbal_altmed_app,nutra_app,indicat_use_app,side_effects_app,drug_interactions_app,online_consult_app,lab_services_app,app_prescription___1,app_prescription___2,app_prescription___3,app_prescription___4,app_prescription___5,other_upload,refill_remind_app,ad_pres_drugs_app,ad_other_prod_app,discount_coupon_app,discount_meds_app,certi_accredi_app,certification_specify_app,e_pharmacy_app_complete,"Total Visits (for the last full month, i.e. May 2023)","Total Visits for the previous 3 months (see graph lower down for traffic over the past 3 full months, i.e.March, April, May 2023)",Total Visits_past_3months
India,27,0,1,0,chattisgarh,india,3,np,0,1,1,1,0,,2,0,1,0,1,0,0,1,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,,,1,,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,1,50K+,3,np,0,0,1,1,hindi,2,0,0,1,0,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,0,0,,,1,,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,,2,1.7K,"7,200",7200
India,28,0,1,0,gujarat,india,3,np,0,1,0,1,0,,2,0,0,1,1,0,0,1,1,0,,2,1,1,1,0,1,0,0,0,0,0,0,,,6,,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,,0,0,0,1,1,0,,1,1,1,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,22.8K,"59,300",59300
India,29,1,1,0,delhi,india,3,np,0,1,0,1,0,,2,0,0,1,0,1,0,1,1,0,,2,0,0,0,1,0,0,0,0,0,0,1,,unclear,1,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,0,,1,1,1,0,1,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,16.1K,"41,400",41400
India,30,0,1,0,delhi,india,3,np,0,1,0,1,0,,2,0,1,0,0,0,0,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,1,"paytm,mobikwik,olamoney,jiomoney,freecharge",emi,6,,1,1,0,1,1,1,1,0,1,1,0,1,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,0,1K+,3,np,0,0,1,0,,4,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,unclear,1,,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,,0,0,0,1,1,0,,2,158.9K,"294,900",294900
India,31,0,1,1,"tamilnadu,karnataka",india,3,np,0,1,1,1,0,,2,0,1,0,1,1,0,1,1,0,,1,0,0,1,0,1,1,1,0,0,0,0,paytm,,1,,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,,0,0,0,1,1,0,,0,1,1,0,1,1,0,0,,2,0,1,0,tamilnadu,india,1,1,5K+,3,np,0,1,1,0,,2,1,1,0,1,1,0,1,1,0,,0,0,1,0,1,1,1,0,0,0,0,paytm,,1,,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,,1,0,0,0,,0,,2,102.4K,"320,300",320300
India,32,0,0,0,np,np,3,np,0,1,1,1,0,,2,0,0,1,1,0,0,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,0,"phonepe,olamoney,jiomoney,airtelmoney,yespay,freecharge,paytm",,6,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,1,1K+,3,np,0,1,1,0,,2,0,0,1,1,0,0,1,1,0,,1,1,1,0,1,1,1,0,0,0,0,"airtelmoney,freecharge,jiomoney,olamoney,paytm,phonepe,yespay",,6,,1,1,0,1,1,0,0,0,1,0,1,0,0,0,0,,1,0,1,1,1,0,,2,39.3K,"118,400",118400
India,33,1,1,0,delhi,india,3,np,0,1,1,1,0,,2,0,0,1,0,0,1,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,0,paytm,,3,,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,post,1,0,1,1,1,0,,1,0,1,0,0,1,1,0,pinterest,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19.5K,"61,100",61100
India,34,0,1,0,telangana,india,3,np,0,1,0,1,0,,2,0,0,1,1,0,0,1,1,0,,1,1,1,1,0,1,1,0,0,0,0,1,,"lazypay,icici",6,,1,1,0,1,1,1,1,3,0,0,1,0,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,0,0,0,telangana,india,1,1,100K+,3,np,0,0,1,0,,2,0,0,1,1,0,0,0,1,0,,1,1,1,0,1,1,1,0,0,0,1,"phonepe,amazonpay,mobikwik,freecharge,airtelmoney,olamoney,jiomoney,payzapp","lazypay,icici",6,,1,1,0,1,1,1,1,3,0,0,1,0,0,0,0,,1,0,0,1,1,0,,2,7.5K,"27,000",27000
India,35,0,1,1,"delhi,uttarakhand",india,3,np,0,1,1,1,0,,2,0,0,1,1,0,0,1,1,0,,2,0,0,0,0,1,0,0,0,0,0,0,,,1,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,,0,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,0,100+,3,np,0,0,1,0,,4,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,unclear,6,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,,2,40.3K,"89,600",89600
India,36,1,1,0,karnataka,india,3,np,0,1,1,1,0,,2,0,0,1,1,0,1,1,1,0,,1,1,1,1,1,0,1,1,0,0,0,1,"airtelmoney,freechargepaylater,mobikwik,amazon,paytm",lazypay,7,"23,000 pincodes",1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,0,1,1,"tamilnadu,karnataka",india,1,1,5M+,3,np,0,1,1,0,,2,0,0,1,1,0,0,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,,,6,,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0,,0,0,0,1,0,0,,2,766.3K,"2,200,000",2200000
India,37,0,1,0,gujarat,india,3,np,0,1,0,1,1,"hindi,gujarati",2,1,0,0,0,0,1,1,1,0,,1,1,1,1,0,0,1,1,0,0,0,1,"phonepe,amazonpay,mobikwik,freecharge,airtelmoney,olamoney,jiomoney,payzapp",emi via zestmoney,3,,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,1,WHO certified GMP,1,1,1,0,1,1,0,0,,2,0,1,0,gujarat,india,1,1,10K+,3,np,0,0,1,1,"hindi,gujarati",2,1,0,0,0,0,0,0,1,0,,1,1,1,0,0,1,1,0,0,0,1,"phonepe,amazonpay,mobikwik,freecharge,airtelmoney,olamoney,jiomoney,payzapp",emi via zestmoney,6,,1,1,0,1,1,2,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,1,WHO GMP certified,2,53.4K,"175,500",175500
India,38,0,1,0,telangana,india,3,np,0,1,1,1,0,,2,0,0,1,1,1,0,1,1,1,godaddy,1,1,1,1,0,1,1,1,0,0,0,0,paytm,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,1,0,1,1,1,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,1,1M+,3,np,0,0,1,0,,2,0,0,1,1,0,0,1,0,0,,1,1,1,0,1,1,1,0,0,0,0,paytm,,1,,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,1,0,1,1,1,0,,2,3.4M,"9,500,000",9500000
India,39,0,0,0,np,np,3,np,0,1,1,1,0,,2,0,0,1,0,0,0,0,0,0,,2,1,1,1,0,1,0,1,0,0,0,0,np,,7,"Pan India; 16000 + pin codes, 500+areas and counting in india",0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,0,,0,0,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
India,40,0,1,0,telangana,india,3,np,0,1,1,1,0,,2,0,0,1,1,0,0,1,1,0,,1,1,1,1,0,1,1,0,0,0,0,0,,,3,,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,,0,0,0,1,0,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,0,10K+,3,np,0,0,1,0,,2,0,0,1,0,0,0,0,0,0,,1,1,1,0,1,1,0,0,0,0,0,,,6,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,,0,,2,21.2K,"61,500",61500
India,41,1,1,0,karnataka,india,3,np,0,1,0,1,0,,4,0,0,1,0,0,1,1,1,1,ISO 27001 certified,2,0,0,0,0,0,0,0,0,0,0,1,,unclear,6,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,,0,,1,1,1,0,1,1,0,0,,2,0,1,0,karnataka,india,1,1,5M+,3,np,0,1,1,0,,4,0,0,1,1,0,0,1,1,1,ISO 27001,1,1,1,0,1,1,1,0,0,0,0,paytm,,1,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,0,0,0,0,,0,,2,583.7K,"1,800,000",1800000
India,42,0,1,0,telangana,india,3,np,0,1,0,1,0,,2,0,0,1,0,0,0,0,1,0,,2,0,0,1,0,1,0,0,0,0,0,0,,,7,just says local and interstate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,0,100+,3,np,0,0,1,0,,2,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,unclear,6,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,,0,,2,4.9K,"12,900",12900
India,43,1,1,0,tamilnadu,india,1,Yes,0,0,0,1,0,,2,0,1,0,1,1,1,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,1,"paytm,airtel,phonepe,olamoney,freecharge,mobikwik,jiomoney","emi,paylater",3,,1,1,0,1,1,1,1,3,1,0,1,0,1,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,185.1K,"520,3?00",520300
India,44,0,1,0,quebec,canada,3,np,0,0,1,1,0,,1,0,0,1,0,0,1,1,0,0,,1,1,1,0,0,0,0,0,0,0,0,1,,"bitcoin, ethereum, swift",5,,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,,0,0,0,1,1,0,,0,0,0,0,0,0,0,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,46.8K,"112,3?00",112300
India,45,0,1,1,tamilnadu,india,1,Yes,0,1,1,1,0,,1,1,0,0,1,1,1,1,1,0,,1,1,1,1,1,1,1,1,0,0,0,1,paytm,simpl,3,,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,1,1,0,,1,1,1,0,1,1,0,0,,2,0,1,0,maharashtra,india,1,1,10M+,3,np,0,1,1,0,,1,1,0,0,1,1,0,1,1,0,,1,1,1,0,1,1,1,0,0,0,1,paytm,simpl,3,,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,1,1,1,0,,2,9.7M,"32,400,000",32400000
India,46,1,1,0,tamilnadu,india,3,np,0,1,1,1,0,,2,0,0,1,0,0,1,1,1,0,,1,1,1,0,0,0,0,0,0,0,0,0,,,5,,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,,1,0,1,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,57.2K,"120,200",120200
India,47,1,0,0,np,np,3,np,0,0,1,1,0,,2,1,1,0,1,0,1,1,1,0,,2,1,1,1,0,0,1,1,0,0,0,1,paytm,foreign money transfer (unspecified),5,,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11.1K,"37,000",37000
India,48,0,0,0,gujarat,india,1,np,0,0,1,1,0,,2,1,1,0,0,0,1,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,0,"amazonpay, mobikwik, feecharge, airtelmoney, olamoney, jiomoney, paytm, paypal",,3,,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,,0,0,0,1,1,0,,1,1,1,0,0,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,34.9K,"136,000",136000
India,49,0,1,1,"haryana,delhi",india,3,np,0,1,1,1,0,,2,1,0,0,1,0,0,1,1,0,,1,1,1,1,0,1,1,0,0,0,0,0,,,1,,1,1,0,1,1,1,1,2,1,1,1,0,0,0,0,,0,0,1,1,0,0,,1,1,1,0,1,1,0,0,,2,0,0,0,np,np,1,1,1K+,3,np,0,1,1,0,,2,1,1,0,1,1,0,1,1,0,,1,1,1,0,1,1,0,0,0,0,0,,,1,,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,1,1,1,0,,2,21.9K,"58,400",58400
India,50,1,1,0,tamil nadu,india,1, np,0,1,0,1,0,,2,0,0,1,0,0,0,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,0,paytm,,3,,1,1,0,1,1,0,0,0,0,0,1,1,0,0,0,,0,0,0,1,1,0,,0,1,1,0,0,1,0,0,,2,1,1,0,tamil nadu,india,1,0,10K+,3,np,0,0,1,0,,2,0,0,1,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,0,0,0,,,3,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,,0,,2,144.4K,"327,7?00",327700
India,51,1,1,0,karnataka,india,3,np,0,1,0,1,0,,2,1,0,0,0,1,1,1,1,0,,2,0,0,0,0,0,0,0,0,0,0,1,,np,7,"35,000+ pincodes in 4000+ cities",0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,0,1,0,karnataka ,india,1,1,1M+,3,np,0,0,1,0,,2,0,1,0,0,1,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,,np,6,,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,,1,0,0,1,1,0,,2,195.7K,"564,200",564200
India,52,0,1,1,maharashtra,india,3,np,0,1,1,1,0,,2,0,0,1,1,1,1,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,0,"paytm,freecharge,phonepe,amazonpay,olamoney,airtel,mobikwik",,7,1000+ cities; 22000+ pin codes.,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,1,1,1,0,,1,1,1,0,1,1,0,0,,2,0,1,0,maharashtra,india,1,1,10M+,3,np,0,1,1,0,,2,0,1,0,1,1,1,1,1,0,,1,0,1,1,1,1,1,0,0,0,0,"mobikwik,paytm,olamoney,airtel,amazonpay,freecharge,phonepe",,7,1000+ cities and towns across 22000+ pin codes.,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,0,0,1,1,1,0,,2,12.3M,"37,100,000",37100000
India,53,1,1,0,karnataka,india,3,np,0,1,0,1,0,,2,0,0,1,1,0,0,1,1,1,ISO/IEC 27001,1,1,1,1,0,1,1,1,0,0,0,0,paytm,,7,"More than 50& of Indian states, and Indonesia, Singapore, Philippines",1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,0,,0,,1,1,1,0,1,1,1,0,github,2,0,1,0,karnataka,india,1,1,10M+,3,np,0,1,1,0,,2,1,0,0,1,1,0,0,1,0,,1,1,1,0,0,1,1,0,0,0,1,"paytm,amazonpay","olamoney,simpl",2,,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,,1,0,0,1,0,0,,2,14.0M,"40,900,000",40900000
India,54,0,1,0,tamilnadu,india,1,np,0,1,0,1,0,,2,0,0,1,0,0,0,1,1,0,,1,1,1,1,0,1,1,1,0,0,0,0,paytm,,7,15000+ pincodes,1,1,0,1,1,1,1,2,0,0,1,0,0,0,0,,1,0,0,1,1,0,,1,1,1,0,0,1,0,0,,2,0,1,0,tamilnadu,india,1,0,50K+,1,np,0,0,1,0,,2,0,0,1,0,0,0,1,1,0,,1,1,1,0,1,1,1,0,0,0,1,"airtel,olamoney,freecharge,mobikwik,jiomoney",paylater,7,15000+ pincodes ,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,,0,0,1,1,1,0,,2,167.2K,"539,8?00",539800
India,55,0,1,0,haryana,india,1,np,0,0,1,1,0,,2,1,0,0,1,0,0,1,0,0,,1,1,0,0,0,0,0,0,0,0,0,0,,,5,,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,,0,0,0,1,1,0,,1,0,1,0,0,1,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6.9K,"16,400",16400
India,56,0,1,0,himachal pradesh,india,3,np,0,0,1,1,0,,2,1,1,0,0,1,1,1,1,0,,1,1,1,1,0,0,1,1,0,0,0,0,"phonepe,paytm,itzcash,yespay,freecharge,paylater,jiomoney,olamoney,mobikwik",,5,,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,,0,0,1,1,1,0,,1,1,1,0,1,0,0,0,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,27.5K,"65,900",65900
India,57,0,1,0,delhi,india,3,np,0,1,0,1,0,,2,0,1,0,1,0,1,1,0,0,,1,1,1,1,0,0,1,1,0,0,0,1,"paytm,mobikwik,olamoney,jiomoney,freecharge",EMI,3,,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,1,0,0,,2,0,1,0,delhi,india,1,0,1K+,3,np,0,0,1,0,,2,0,1,0,0,0,0,0,0,0,,1,1,1,0,1,1,1,0,0,0,1,"paytm,mobikwik,olamoney,jiomoney,freecharge",emi,3,,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,,0,0,1,1,1,0,,2,27.1K,"100,500",100500
India,58,0,1,0,telangana,india,3,np,0,1,1,1,0,,2,1,0,0,1,0,0,1,1,0,,1,0,0,1,0,1,1,1,0,0,0,0,paytm,,3,,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,,0,0,0,1,1,0,,1,1,1,0,1,0,0,0,,2,0,0,0,np,np,1,1,10K+,3,np,0,1,1,0,,2,1,1,0,1,0,0,1,1,0,,0,0,1,0,1,1,1,0,0,0,0,paytm,,3,,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,,1,0,0,1,1,0,,2,5.4K,"10,700",10700
